studyName,Date,Island,Colony,Time,"Sample Number","Bird Weight (g)",Sex,"Culmen Length (mm)","Culmen Depth (mm)"
PAL9192,1992-01-15,TOR,12,1630,91001,4900,U,37.6,19.0
PAL9192,1992-01-15,TOR,12,1630,91002,4650,U,37.5,18.7
PAL9192,1992-01-15,TOR,12,1630,91003,4650,U,39.0,21.0
PAL9192,1992-01-15,TOR,12,1630,91004,4450,U,34.9,17.6
PAL9192,1992-01-15,TOR,12,1630,91005,4350,U,35.7,17.7
PAL9192,1992-01-20,TOR,12,1830,91006,4200,U,40.0,18.3
PAL9192,1992-01-20,TOR,12,1830,91007,4350,U,37.0,16.7
PAL9192,1992-01-20,TOR,12,1830,91008,4100,U,39.0,17.0
PAL9192,1992-01-20,TOR,12,1830,91009,4250,U,34.9,18.4
PAL9192,1992-01-20,TOR,12,1830,91010,4350,U,36.8,18.0
PAL9192,1992-01-25,TOR,12,1900,91011,4650,U,38.4,17.9
PAL9192,1992-01-25,TOR,12,1900,91012,4350,U,37.5,17.8
PAL9192,1992-01-25,TOR,12,1900,91013,4500,U,38.8,17.1
PAL9192,1992-01-25,TOR,12,1900,91014,4050,U,35.6,14.7
PAL9192,1992-01-25,TOR,12,1900,91015,4750,U,42.0,19.0
PAL9192,1992-01-30,TOR,12,1730,91016,4650,U,42.4,19.5
PAL9192,1992-01-30,TOR,12,1730,91017,4150,U,37.6,17.3
PAL9192,1992-01-30,TOR,12,1730,91018,4550,U,38.5,19.3
PAL9192,1992-01-30,TOR,12,1730,91019,4100,U,35.8,17.8
PAL9192,1992-01-30,TOR,12,1730,91020,4150,U,37.7,16.8
PAL9192,1992-02-04,TOR,12,1730,91021,4550,U,39.5,18.1
PAL9192,1992-02-04,TOR,12,1730,91022,4650,U,41.0,19.1
PAL9192,1992-02-04,TOR,12,1730,91023,4650,U,39.8,19.6
PAL9192,1992-02-04,TOR,12,1730,91024,4150,U,35.8,19.4
PAL9192,1992-02-04,TOR,12,1730,91025,4650,U,43.1,19.1
PAL9192,1992-02-09,TOR,12,1600,91026,4350,U,34.7,18.3
PAL9192,1992-02-09,TOR,12,1600,91027,4300,U,39.7,17.5
PAL9192,1992-02-09,TOR,12,1600,91028,4950,U,43.9,18.5
PAL9192,1992-02-09,TOR,12,1600,91029,4500,U,36.2,17.0
PAL9192,1992-02-09,TOR,12,1600,91030,4750,U,36.1,16.4
PAL9192,1992-02-14,TOR,12,1800,91031,5200,U,37.5,19.8
PAL9192,1992-02-14,TOR,12,1800,91032,5100,U,43.4,20.0
PAL9192,1992-02-14,TOR,12,1800,91033,4700,U,40.5,17.9
PAL9192,1992-02-14,TOR,12,1800,91034,4350,U,34.8,17.7
PAL9192,1992-02-14,TOR,12,1800,91035,4900,U,39.5,19.4
PAL9192,1992-02-19,TOR,12,1630,91036,4050,U,41.8,17.4
PAL9192,1992-02-19,TOR,12,1630,91037,5600,U,35.5,16.1
PAL9192,1992-02-19,TOR,12,1630,91038,4650,U,36.2,18.6
PAL9192,1992-02-19,TOR,12,1630,91039,4700,U,38.6,18.2
PAL9192,1992-02-19,TOR,12,1630,91040,4750,U,37.8,17.0
PAL9293,1993-01-11,TOR,12,1700,92001,4600,M,39.5,18.4
PAL9293,1993-01-11,TOR,12,1700,92002,3950,F,33.5,17.6
PAL9293,1993-01-11,TOR,12,1700,92003,4000,M,36.0,17.4
PAL9293,1993-01-11,TOR,12,1700,92004,4950,M,39.3,20.6
PAL9293,1993-01-11,TOR,12,1700,92005,4000,F,35.1,16.2
PAL9293,1993-01-19,TOR,12,1700,92006,4100,F,37.4,17.2
PAL9293,1993-01-19,TOR,12,1700,92007,5150,M,41.4,18.5
PAL9293,1993-01-19,TOR,12,1700,92008,4750,F,38.7,18.1
PAL9293,1993-01-19,TOR,12,1700,92009,4300,F,35.6,17.0
PAL9293,1993-01-19,TOR,12,1700,92010,4650,M,43.7,19.5
PAL9293,1993-01-23,TOR,23,1730,92011,5200,F,34.5,18.5
PAL9293,1993-01-23,TOR,23,1730,92012,5200,M,39.7,19.1
PAL9293,1993-01-23,TOR,23,1730,92013,4850,M,37.8,18.4
PAL9293,1993-01-23,TOR,23,1730,92014,4900,F,36.5,19.9
PAL9293,1993-01-23,TOR,23,1730,92015,4550,M,39.6,17.5
PAL9293,1993-01-30,TOR,23,1700,92016,4150,M,38.0,17.2
PAL9293,1993-01-30,TOR,23,1700,92017,3950,M,40.3,20.5
PAL9293,1993-01-30,TOR,23,1700,92018,3850,F,35.0,15.9
PAL9293,1993-01-30,TOR,23,1700,92019,4400,M,36.5,19.9
PAL9293,1993-01-30,TOR,23,1700,92020,3500,F,39.0,20.0
PAL9293,1993-02-04,TOR,23,1700,92021,4400,F,37.5,17.6
PAL9293,1993-02-04,TOR,23,1700,92022,4275,F,37.0,18.7
PAL9293,1993-02-04,TOR,23,1700,92023,4600,M,37.5,17.0
PAL9293,1993-02-04,TOR,23,1700,92024,5000,M,40.0,19.1
PAL9293,1993-02-04,TOR,23,1700,92025,4950,M,40.1,19.8
PAL9293,1993-02-09,TOR,23,1800,92026,4750,F,36.5,17.7
PAL9293,1993-02-09,TOR,23,1800,92027,4600,F,35.3,16.3
PAL9293,1993-02-09,TOR,23,1800,92028,4900,M,41.7,19.3
PAL9293,1993-02-09,TOR,23,1800,92029,5200,M,40.8,19.5
PAL9293,1993-02-09,TOR,23,1800,92030,4700,F,35.8,18.6
PAL9293,1993-02-14,TOR,23,1800,92031,4250,M,38.9,19.2
PAL9293,1993-02-14,TOR,23,1800,92032,3500,F,33.6,17.9
PAL9293,1993-02-14,TOR,23,1800,92033,4100,F,37.5,18.1
PAL9293,1993-02-14,TOR,23,1800,92034,4450,M,38.7,18.4
PAL9293,1993-02-14,TOR,23,1800,92035,4300,M,38.8,18.6
PAL9293,1993-02-19,TOR,23,1800,92036,4150,F,36.1,18.0
PAL9293,1993-02-19,TOR,23,1800,92037,4700,M,44.7,19.2
PAL9293,1993-02-19,TOR,23,1800,92038,4950,F,36.6,19.0
PAL9293,1993-02-19,TOR,23,1800,92039,4550,F,39.4,16.7
PAL9293,1993-02-19,TOR,23,1800,92040,4750,F,36.6,17.1
PAL9394,1994-01-11,TOR,23,1700,93001,4950,M,39.3,17.7
PAL9394,1994-01-11,TOR,23,1700,93002,4700,M,40.2,18.0
PAL9394,1994-01-11,TOR,23,1700,93003,5200,M,40.9,20.5
PAL9394,1994-01-11,TOR,23,1700,93004,4450,F,38.0,19.0
PAL9394,1994-01-11,TOR,23,1700,93005,4150,F,36.5,17.7
PAL9394,1994-01-16,TOR,23,1630,93006,4050,F,34.4,17.7
PAL9394,1994-01-16,TOR,23,1630,93007,4400,M,35.4,19.5
PAL9394,1994-01-16,TOR,23,1630,93008,4650,M,40.0,21.6
PAL9394,1994-01-16,TOR,23,1630,93009,4550,F,37.5,19.2
PAL9394,1994-01-16,TOR,23,1630,93010,4800,M,41.2,22.2
PAL9394,1994-01-21,TOR,23,1730,93011,4050,F,37.6,17.8
PAL9394,1994-01-21,TOR,23,1730,93012,4450,M,40.4,20.3
PAL9394,1994-01-21,TOR,23,1730,93013,4500,F,36.6,18.6
PAL9394,1994-01-21,TOR,23,1730,93014,4400,F,37.0,16.5
PAL9394,1994-01-21,TOR,23,1730,93015,4100,F,39.5,19.4
PAL9394,1994-01-26,TOR,23,1630,93016,5200,M,39.0,21.5
PAL9394,1994-01-26,TOR,23,1630,93017,4250,F,38.2,22.2
PAL9394,1994-01-26,TOR,23,1630,93018,5200,M,40.9,19.2
PAL9394,1994-01-26,TOR,23,1630,93019,4450,M,40.5,18.4
PAL9394,1994-01-26,TOR,23,1630,93020,4550,F,37.2,16.8
PAL9394,1994-02-01,TOR,23,1900,93021,4250,M,40.8,18.2
PAL9394,1994-02-01,TOR,23,1900,93022,4400,F,37.7,17.6
PAL9394,1994-02-01,TOR,23,1900,93023,4350,F,36.2,19.0
PAL9394,1994-02-01,TOR,23,1900,93024,4950,M,39.5,19.1
PAL9394,1994-02-01,TOR,23,1900,93025,4400,M,40.0,22.0
PAL9394,1994-02-07,TOR,23,1630,93026,3700,F,37.7,18.5
PAL9394,1994-02-07,TOR,23,1630,93027,4150,F,38.3,17.5
PAL9394,1994-02-07,TOR,23,1630,93028,4500,M,39.1,19.2
PAL9394,1994-02-07,TOR,23,1630,93029,4150,F,37.6,17.4
PAL9394,1994-02-07,TOR,23,1630,93030,4450,F,36.6,18.5
PAL9394,1994-02-13,TOR,23,1630,93031,3950,F,37.0,16.1
PAL9394,1994-02-13,TOR,23,1630,93032,4250,M,39.9,19.2
PAL9394,1994-02-13,TOR,23,1630,93033,3900,F,36.5,18.0
PAL9394,1994-02-13,TOR,23,1630,93034,4250,M,38.3,20.4
PAL9394,1994-02-13,TOR,23,1630,93035,4450,M,41.7,20.1
PAL9394,1994-02-18,TOR,23,1830,93036,3650,F,34.4,17.0
PAL9394,1994-02-18,TOR,23,1830,93037,4400,F,38.0,18.2
PAL9394,1994-02-18,TOR,23,1830,93038,4350,M,39.1,18.3
PAL9394,1994-02-18,TOR,23,1830,93039,5300,M,39.4,19.2
PAL9394,1994-02-18,TOR,23,1830,93040,0,F,37.0,18.5
